sequence_id	original_indus	english_translation
seq_2482	nan jha tta ga	Nan Place Three Great
seq_2483	cha jha tha	The sacred place three
seq_2484	sha na va ga	Sha Water Wind Great
seq_2485	dha ga rra na	Grain Great Rra Water
seq_2486	ka na jha ka dh	Person Water Place Person Hold
seq_2487	ttha ra ja ka na	Three King Come Person Water
seq_2488	dha ku na ma nya la mma	Grain Grain Water Mother Nya Small Mma
seq_2489	ca ma la na nna ra	Ca Mother Small Water Sacred Word King
seq_2490	nan jha ga na nna ra kha	Nan Place Great Water Sacred Word King Kha
seq_2491	jha na nya nan na	Place Water Nya Nan Water
seq_2492	jha ga na	Place great water
seq_2493	cha na jha	Sacred water place
seq_2494	na cha na jha	Water Sacred Water Place
seq_2495	na cha na	The water of sacred water
seq_2496	jha cha na na	Place Sacred Water Water
seq_2497	ttha na cha	Three water sacred
seq_2498	cha jha na na	Sacred Place Water Water
seq_2499	na jha cha	Water place sacred
seq_2500	na na jha cha	Water Water Place Sacred
seq_2501	cha na na jha	Sacred Water Water Place
seq_2502	ku na jha	Grain water place
seq_2503	cha na ku	The sacred water grain
seq_2504	jha na cha na	Place Water Sacred Water
seq_2505	na ku cha	Water grain sacred
seq_2506	na jha na	Water place water
seq_2507	cha ku na jha	Sacred Grain Water Place
seq_2508	na na cha	Water water sacred
seq_2509	jha ku na cha	Place Grain Water Sacred
seq_2510	cha na na jha	Sacred Water Water Place
seq_2511	ku cha na	Grain sacred water
